subdir,img_dir,num_pred_classes,avg_l2,std_l2,avg_l2_class_0,std_l2_class_0,avg_l2_class_3,std_l2_class_3,avg_l2_class_6,std_l2_class_6,avg_l2_class_10,std_l2_class_10,avg_l2_class_14,std_l2_class_14,avg_l2_class_15,std_l2_class_15,avg_l2_class_20,std_l2_class_20,avg_l2_class_26,std_l2_class_26,avg_l2_class_33,std_l2_class_33,avg_l2_class_38,std_l2_class_38,avg_l2_class_40,std_l2_class_40,avg_l2_class_44,std_l2_class_44,avg_l2_class_49,std_l2_class_49,avg_l2_class_50,std_l2_class_50,avg_l2_class_55,std_l2_class_55,avg_l2_class_56,std_l2_class_56,avg_l2_class_58,std_l2_class_58,avg_l2_class_60,std_l2_class_60,avg_l2_class_61,std_l2_class_61,avg_l2_class_62,std_l2_class_62,avg_l2_class_63,std_l2_class_63,avg_l2_class_64,std_l2_class_64,avg_l2_class_66,std_l2_class_66,avg_l2_class_68,std_l2_class_68,avg_l2_class_71,std_l2_class_71,avg_l2_class_72,std_l2_class_72,avg_l2_class_83,std_l2_class_83,avg_l2_class_88,std_l2_class_88,avg_l2_class_96,std_l2_class_96,avg_l2_class_98,std_l2_class_98,avg_l2_class_102,std_l2_class_102,avg_l2_class_103,std_l2_class_103,avg_l2_class_106,std_l2_class_106,avg_l2_class_110,std_l2_class_110,avg_l2_class_112,std_l2_class_112,avg_l2_class_114,std_l2_class_114,avg_l2_class_115,std_l2_class_115,avg_l2_class_116,std_l2_class_116,avg_l2_class_118,std_l2_class_118,avg_l2_class_119,std_l2_class_119,avg_l2_class_124,std_l2_class_124,avg_l2_class_126,std_l2_class_126,avg_l2_class_136,std_l2_class_136,avg_l2_class_154,std_l2_class_154,avg_l2_class_155,std_l2_class_155,avg_l2_class_165,std_l2_class_165,avg_l2_class_166,std_l2_class_166,avg_l2_class_181,std_l2_class_181,avg_l2_class_184,std_l2_class_184,avg_l2_class_189,std_l2_class_189,avg_l2_class_191,std_l2_class_191,avg_l2_class_195,std_l2_class_195,avg_l2_class_202,std_l2_class_202,avg_l2_class_213,std_l2_class_213,avg_l2_class_214,std_l2_class_214,avg_l2_class_215,std_l2_class_215,avg_l2_class_223,std_l2_class_223,avg_l2_class_224,std_l2_class_224,avg_l2_class_226,std_l2_class_226,avg_l2_class_228,std_l2_class_228,avg_l2_class_233,std_l2_class_233,avg_l2_class_234,std_l2_class_234,avg_l2_class_236,std_l2_class_236,avg_l2_class_237,std_l2_class_237,avg_l2_class_242,std_l2_class_242,avg_l2_class_243,std_l2_class_243,avg_l2_class_249,std_l2_class_249,avg_l2_class_254,std_l2_class_254,avg_l2_class_266,std_l2_class_266,avg_l2_class_267,std_l2_class_267,avg_l2_class_269,std_l2_class_269,avg_l2_class_273,std_l2_class_273,avg_l2_class_292,std_l2_class_292,avg_l2_class_310,std_l2_class_310,avg_l2_class_311,std_l2_class_311,avg_l2_class_312,std_l2_class_312,avg_l2_class_313,std_l2_class_313,avg_l2_class_314,std_l2_class_314,avg_l2_class_315,std_l2_class_315,avg_l2_class_326,std_l2_class_326,avg_l2_class_338,std_l2_class_338,avg_l2_class_356,std_l2_class_356,avg_l2_class_357,std_l2_class_357,avg_l2_class_364,std_l2_class_364,avg_l2_class_376,std_l2_class_376,avg_l2_class_390,std_l2_class_390,avg_l2_class_391,std_l2_class_391,avg_l2_class_392,std_l2_class_392,avg_l2_class_393,std_l2_class_393,avg_l2_class_394,std_l2_class_394,avg_l2_class_395,std_l2_class_395,avg_l2_class_396,std_l2_class_396,avg_l2_class_403,std_l2_class_403,avg_l2_class_412,std_l2_class_412,avg_l2_class_413,std_l2_class_413,avg_l2_class_417,std_l2_class_417,avg_l2_class_451,std_l2_class_451,avg_l2_class_455,std_l2_class_455,avg_l2_class_463,std_l2_class_463,avg_l2_class_467,std_l2_class_467,avg_l2_class_470,std_l2_class_470,avg_l2_class_483,std_l2_class_483,avg_l2_class_488,std_l2_class_488,avg_l2_class_498,std_l2_class_498,avg_l2_class_499,std_l2_class_499,avg_l2_class_512,std_l2_class_512,avg_l2_class_515,std_l2_class_515,avg_l2_class_536,std_l2_class_536,avg_l2_class_538,std_l2_class_538,avg_l2_class_541,std_l2_class_541,avg_l2_class_544,std_l2_class_544,avg_l2_class_546,std_l2_class_546,avg_l2_class_549,std_l2_class_549,avg_l2_class_550,std_l2_class_550,avg_l2_class_554,std_l2_class_554,avg_l2_class_561,std_l2_class_561,avg_l2_class_568,std_l2_class_568,avg_l2_class_570,std_l2_class_570,avg_l2_class_571,std_l2_class_571,avg_l2_class_575,std_l2_class_575,avg_l2_class_579,std_l2_class_579,avg_l2_class_590,std_l2_class_590,avg_l2_class_594,std_l2_class_594,avg_l2_class_614,std_l2_class_614,avg_l2_class_622,std_l2_class_622,avg_l2_class_630,std_l2_class_630,avg_l2_class_634,std_l2_class_634,avg_l2_class_641,std_l2_class_641,avg_l2_class_644,std_l2_class_644,avg_l2_class_646,std_l2_class_646,avg_l2_class_655,std_l2_class_655,avg_l2_class_665,std_l2_class_665,avg_l2_class_671,std_l2_class_671,avg_l2_class_684,std_l2_class_684,avg_l2_class_698,std_l2_class_698,avg_l2_class_699,std_l2_class_699,avg_l2_class_703,std_l2_class_703,avg_l2_class_704,std_l2_class_704,avg_l2_class_705,std_l2_class_705,avg_l2_class_711,std_l2_class_711,avg_l2_class_725,std_l2_class_725,avg_l2_class_726,std_l2_class_726,avg_l2_class_736,std_l2_class_736,avg_l2_class_751,std_l2_class_751,avg_l2_class_756,std_l2_class_756,avg_l2_class_757,std_l2_class_757,avg_l2_class_763,std_l2_class_763,avg_l2_class_764,std_l2_class_764,avg_l2_class_771,std_l2_class_771,avg_l2_class_774,std_l2_class_774,avg_l2_class_779,std_l2_class_779,avg_l2_class_785,std_l2_class_785,avg_l2_class_787,std_l2_class_787,avg_l2_class_791,std_l2_class_791,avg_l2_class_796,std_l2_class_796,avg_l2_class_798,std_l2_class_798,avg_l2_class_804,std_l2_class_804,avg_l2_class_806,std_l2_class_806,avg_l2_class_808,std_l2_class_808,avg_l2_class_814,std_l2_class_814,avg_l2_class_818,std_l2_class_818,avg_l2_class_821,std_l2_class_821,avg_l2_class_825,std_l2_class_825,avg_l2_class_828,std_l2_class_828,avg_l2_class_832,std_l2_class_832,avg_l2_class_833,std_l2_class_833,avg_l2_class_839,std_l2_class_839,avg_l2_class_844,std_l2_class_844,avg_l2_class_862,std_l2_class_862,avg_l2_class_863,std_l2_class_863,avg_l2_class_865,std_l2_class_865,avg_l2_class_871,std_l2_class_871,avg_l2_class_874,std_l2_class_874,avg_l2_class_875,std_l2_class_875,avg_l2_class_877,std_l2_class_877,avg_l2_class_880,std_l2_class_880,avg_l2_class_883,std_l2_class_883,avg_l2_class_886,std_l2_class_886,avg_l2_class_888,std_l2_class_888,avg_l2_class_895,std_l2_class_895,avg_l2_class_910,std_l2_class_910,avg_l2_class_914,std_l2_class_914,avg_l2_class_924,std_l2_class_924,avg_l2_class_926,std_l2_class_926,avg_l2_class_938,std_l2_class_938,avg_l2_class_941,std_l2_class_941,avg_l2_class_943,std_l2_class_943,avg_l2_class_954,std_l2_class_954,avg_l2_class_955,std_l2_class_955,avg_l2_class_961,std_l2_class_961,avg_l2_class_962,std_l2_class_962,avg_l2_class_970,std_l2_class_970,avg_l2_class_971,std_l2_class_971,avg_l2_class_979,std_l2_class_979,avg_l2_class_984,std_l2_class_984,avg_l2_class_988,std_l2_class_988,avg_l2_class_990,std_l2_class_990,avg_l2_class_993,std_l2_class_993,avg_l2_class_994,std_l2_class_994,avg_l2_class_995,std_l2_class_995,avg_l2_class_998,std_l2_class_998,avg_l2_class_999,std_l2_class_999
imagenet_stochastic_alpha_0.1_test_img_110-115_iters_500,img_113,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_110-115_iters_500,img_114,5,0.00670240146573633,0.0011110284451123556,0.006747253422093179,0.0009121742798175546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006870886510504144,0.0009321751702364823,,,0.0065709019968794155,0.0006729146440956178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00786740705370903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006253470400614398,0.002700720030600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_110-115_iters_500,img_110,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_110-115_iters_500,img_112,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_110-115_iters_500,img_111,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_275-280_iters_500,img_279,2,0.003025421544443816,0.0007588900300021244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00311803597189184,0.0005488464805436005,0.0027618266355532864,0.0011241909334473244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_275-280_iters_500,img_277,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_275-280_iters_500,img_276,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_275-280_iters_500,img_275,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_275-280_iters_500,img_278,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_150-155_iters_500,img_151,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_150-155_iters_500,img_150,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_150-155_iters_500,img_153,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_150-155_iters_500,img_152,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_150-155_iters_500,img_154,2,0.007360690338537097,0.0008970477415288513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008306584227830172,0.0009339342089092778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007255591017504533,0.000828692768690115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_220-225_iters_500,img_224,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_220-225_iters_500,img_222,1,0.00040970494970679286,0.0015222658243652938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00040970494970679286,0.0015222658243652938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_220-225_iters_500,img_220,3,0.0017998747946694493,0.002771836536012942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006493139255326241,0.0009292011953354668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008345206593533596,0.0018992527774636225,0.006832036655396223,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_220-225_iters_500,img_223,0,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_220-225_iters_500,img_221,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imagenet_stochastic_alpha_0.1_test_img_190-195_iters_500,img_193,1,2.294441917911172e-05,0.00022829408834924348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.294441917911172e-05,0.00022829408834924348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
