model_name,optimizer_name,eps,alpha,success_ratio,avg_queries_success,std_queries_success,avg_l2_dist_success,std_l2_dist_success,avg_obj_value,std_obj_value
cifar10,de,0.01,0.0,0.0259740259740259,500.0,0.0,0.0067985604982823,2.3784348741173744e-05,0.2172219083710972,0.2631570090488018
cifar10,gen,0.01,0.0,0.0129870129870129,500.0,0.0,0.0057910927571356,0.0,0.1793184329282856,0.2256303792130709
cifar10,gwo,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1947407631595489,0.2411491670365097
cifar10,info,0.01,0.0,0.0129870129870129,500.0,0.0,0.0056189140304923,0.0,0.1949500197352117,0.2417684778121952
cifar10,jade,0.01,0.0,0.0259740259740259,500.0,0.0,0.0058154792059212,9.234296157956123e-06,0.21438567703123,0.2617461341354042
cifar10,sade,0.01,0.0,0.0259740259740259,500.0,0.0,0.0061383938882499,0.0003072677645832,0.2139060975804769,0.2604648432347845
cifar10,shade,0.01,0.0,0.0259740259740259,500.0,0.0,0.0055307135917246,0.000155976973474,0.2137556649996239,0.2608379561734031
cifar10,de,0.01,0.1,0.0259740259740259,500.0,0.0,0.0066935345530509,2.142973244190216e-05,0.1779396178853976,0.2648329840919705
cifar10,gen,0.01,0.1,0.0129870129870129,500.0,0.0,0.0058377590030431,0.0,0.1502784778932472,0.2247685825098795
cifar10,gwo,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1661502960101737,0.251088824211384
cifar10,info,0.01,0.1,0.0259740259740259,500.0,0.0,0.0055363092105835,6.968551315367222e-05,0.195435305271247,0.2425236075173035
cifar10,jade,0.01,0.1,0.0259740259740259,500.0,0.0,0.0060171575751155,0.000552404904738,0.1810971568399048,0.260901595972566
cifar10,sade,0.01,0.1,0.0259740259740259,500.0,0.0,0.0060991838108748,0.0002588906791061,0.1804138940408245,0.2624542644974572
cifar10,shade,0.01,0.1,0.0259740259740259,500.0,0.0,0.0059786117635667,0.0003595254383981,0.1839103872778934,0.2573680318536109
cifar10,de,0.1,0.0,0.2987012987012987,500.0,0.0,0.0666427179847074,0.0033064106160285,0.5266254273040656,0.5134554782757528
cifar10,gen,0.1,0.0,0.2597402597402597,500.0,0.0,0.0563814623281359,0.0025938408639516,0.3228784734307158,0.5109192484870181
