subdir,img_dir,num_pred_classes,avg_l2,std_l2,avg_l2_class_0,std_l2_class_0,avg_l2_class_1,std_l2_class_1,avg_l2_class_2,std_l2_class_2,avg_l2_class_3,std_l2_class_3,avg_l2_class_4,std_l2_class_4,avg_l2_class_5,std_l2_class_5,avg_l2_class_6,std_l2_class_6,avg_l2_class_7,std_l2_class_7,avg_l2_class_8,std_l2_class_8,avg_l2_class_9,std_l2_class_9
cifar10_stochastic_alpha_0.1_test_img_110-115_iters_500,img_112,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_110-115_iters_500,img_111,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_180-185_iters_500,img_181,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_180-185_iters_500,img_184,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_180-185_iters_500,img_182,2,0.0173505724221468,0.0037212249670035766,,,,,0.016721563450992107,0.003657072768095142,,,,,,,0.01756024207919836,0.0037187965530084493,,,,,,
cifar10_stochastic_alpha_0.1_test_img_180-185_iters_500,img_180,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_180-185_iters_500,img_183,3,0.013158941809087991,0.0027014285402004374,,,,,0.013227386760615533,0.003244454164000126,0.012976441758148598,0.0023605163123196224,0.016466678430636723,0.00042007325905545686,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_160-165_iters_500,img_162,3,0.020645950147882106,0.0045723917994358945,,,,,,,0.025149740045890212,0.002530186843469376,,,0.020473384219680875,0.0038964860181301885,0.01951365784874984,0.006056031940302794,,,,,,
cifar10_stochastic_alpha_0.1_test_img_160-165_iters_500,img_160,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_160-165_iters_500,img_163,3,0.02066650303080678,0.007328999945118928,,,,,0.023177834648278453,0.0038761294951971926,,,0.022292498408294305,0.003174124766025212,,,0.015505178365856409,0.011088575441923695,,,,,,
cifar10_stochastic_alpha_0.1_test_img_160-165_iters_500,img_164,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_160-165_iters_500,img_161,1,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_265-270_iters_500,img_267,1,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_265-270_iters_500,img_266,3,0.002035041805356741,0.0028482839359381855,0.004925635679123493,0.001430315950745223,,,0.0,0.0,0.006063952900307334,0.0012797181371323354,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_265-270_iters_500,img_269,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_265-270_iters_500,img_265,1,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,
cifar10_stochastic_alpha_0.1_test_img_265-270_iters_500,img_268,1,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,
cifar10_stochastic_alpha_0.1_test_img_295-300_iters_500,img_295,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_295-300_iters_500,img_297,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_295-300_iters_500,img_299,1,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,
cifar10_stochastic_alpha_0.1_test_img_295-300_iters_500,img_296,1,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,
cifar10_stochastic_alpha_0.1_test_img_295-300_iters_500,img_298,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_280-285_iters_500,img_284,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_280-285_iters_500,img_282,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_280-285_iters_500,img_280,1,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0
cifar10_stochastic_alpha_0.1_test_img_280-285_iters_500,img_281,2,0.007991906846873462,0.004583018491526645,0.0008080818837410526,0.003428401078483785,,,,,,,,,,,,,,,,,0.00967700159131193,0.0028686008444550404
cifar10_stochastic_alpha_0.1_test_img_280-285_iters_500,img_283,1,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_210-215_iters_500,img_212,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_210-215_iters_500,img_211,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_210-215_iters_500,img_213,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_210-215_iters_500,img_210,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_210-215_iters_500,img_214,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_260-265_iters_500,img_264,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_260-265_iters_500,img_261,1,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_260-265_iters_500,img_262,0,nan,nan,,,,,,,,,,,,,,,,,,,,
cifar10_stochastic_alpha_0.1_test_img_260-265_iters_500,img_260,3,0.039089949950575825,0.007769973457228429,,,,,,,0.041875524912029505,0.0025884039415196994,,,,,0.03958501805787656,0.0036603143989798483,,,0.027976243032349482,0.020178413983953893,,
cifar10_stochastic_alpha_0.1_test_img_260-265_iters_500,img_263,0,nan,nan,,,,,,,,,,,,,,,,,,,,
